# Test Config Name: RvRvO 5G US
# Application: Throughput
# Duration: 30
# Estimated Duration: 6097 [s]
# Settling Time: 5
# Reporting Interval: 1
# Traffic Pair 1 (Traffic 1): From: 192.168.1.50@PL5-90130-05 (192.168.1.50) To: 192.168.1.28@server (192.168.1.28)
# Pal Endpoint 1: 192.168.1.50 (192.168.1.50@PL5-90130-05)
# Pal Stats Endpoint 1: 169.254.26.5
# Attenuation 1: 169.254.20.11 (Pal5)
# Turntable 1: 169.254.24.7 (TT)
# CSV Format Version: 1.0

Test Run, Time [ms], Position [Deg], Attenuation 1 [dB], MPE State, Traffic Pair 1 Protocol, Traffic Pair 1 Throughput [Mbps], Traffic Pair 1 Jitter [ms], Traffic Pair 1 Packets, Traffic Pair 1 Lost Packets, Traffic Pair 1 Lost Percent [%], Test Status, Pal Stats Endpoint 1 Mode, Pal Stats Endpoint 1 Association Status, Pal Stats Endpoint 1 Association Channel, Pal Stats Endpoint 1 Control Rssi [dBm], Pal Stats Endpoint 1 Data Rssi [dBm], Pal Stats Endpoint 1 Rx Rate [Mbps], Pal Stats Endpoint 1 Tx Rate [Mbps], Pal Stats Endpoint 1 Congestion [%], Pal Stats Endpoint 1 vsta Association Count, Pal Stats Endpoint 1 vsta Total Count, Pal Stats Endpoint 1 BSSID, Pal Stats Endpoint 1 Downlink, Pal Stats Endpoint 1 Uplink, Pal Stats Endpoint 1 Cumulative Throughput, Pal Stats Endpoint 1 Ch0 Rssi, Pal Stats Endpoint 1 Ch1 Rssi, Pal Stats Endpoint 1 Ch2 Rssi, Pal Stats Endpoint 1 Ch3 Rssi, Pal Stats Endpoint 1 Scanning Channel, Pal Stats Endpoint 1 RxBw [MHz], Pal Stats Endpoint 1 TxBw [MHz], Pal Stats Endpoint 1 RxBw Packet Count, Pal Stats Endpoint 1 TxBw Packet Count, Pal Stats Endpoint 1 RxNss, Pal Stats Endpoint 1 TxNss, Pal Stats Endpoint 1 RxNss Packet Count, Pal Stats Endpoint 1 TxNss Packet Count, Pal Stats Endpoint 1 RxMCS, Pal Stats Endpoint 1 TxMCS, Pal Stats Endpoint 1 RxMCS Count, Pal Stats Endpoint 1 TxMCS Count
1, 2000, 0, 0, #N/A, TCP, 655, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -40, -48, 1300, 1560, 93.29, 1, 1, 70:0b:01:f6:48:87, 3, 714, 717, -50, -57, -55, -61, #N/A, 80, 80, 392, 548, 4, 4, 380, 481, 7, 8, 187, 278
1, 3000, 0, 0, #N/A, TCP, 728, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -39, -47, 1560, 1300, 88.87, 1, 1, 70:0b:01:f6:48:87, 4, 763, 767, -48, -55, -54, -60, #N/A, 80, 80, 340, 362, 4, 4, 338, 362, 8, 8, 286, 227
1, 4000, 0, 0, #N/A, TCP, 671, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -40, -48, 1404, 1053, 90.31, 1, 1, 70:0b:01:f6:48:87, 3, 725, 728, -50, -57, -54, -61, #N/A, 80, 80, 483, 524, 4, 4, 473, 506, 8, 9, 391, 216
1, 5000, 0, 0, #N/A, TCP, 724, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -41, -48, 1300, 1560, 93.37, 1, 1, 70:0b:01:f6:48:87, 4, 760, 764, -50, -57, -55, -61, #N/A, 80, 80, 419, 536, 4, 4, 302, 496, 9, 8, 452, 297
1, 6000, 0, 0, #N/A, TCP, 647, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -41, -48, 1300, 1170, 88.98, 1, 1, 70:0b:01:f6:48:87, 4, 679, 683, -50, -57, -55, -61, #N/A, 80, 80, 251, 369, 3, 4, 224, 255, 9, 9, 224, 214
1, 7000, 0, 0, #N/A, TCP, 677, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -39, -48, 1300, 1300, 89.43, 1, 1, 70:0b:01:f6:48:87, 4, 728, 732, -50, -57, -55, -61, #N/A, 80, 80, 246, 351, 3, 4, 232, 319, 9, 8, 232, 221
1, 8000, 0, 0, #N/A, TCP, 691, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -38, -48, 1733, 1300, 89.99, 1, 1, 70:0b:01:f6:48:87, 3, 740, 743, -50, -57, -55, -61, #N/A, 80, 80, 502, 490, 4, 4, 357, 400, 9, 8, 314, 228
1, 9000, 0, 0, #N/A, TCP, 692, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1053, 90.88, 1, 1, 70:0b:01:f6:48:87, 3, 711, 714, -47, -54, -52, -58, #N/A, 80, 80, 274, 346, 4, 4, 264, 303, 8, 8, 226, 150
1, 10000, 0, 0, #N/A, TCP, 657, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1300, 91.26, 1, 1, 70:0b:01:f6:48:87, 3, 698, 701, -47, -55, -52, -59, #N/A, 80, 80, 405, 490, 4, 4, 393, 365, 8, 9, 314, 211
1, 11000, 0, 0, #N/A, TCP, 656, #N/A, #N/A, #N/A, #N/A, Delay (sat), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1053, 92.87, 1, 1, 70:0b:01:f6:48:87, 3, 694, 697, -47, -55, -52, -59, #N/A, 80, 80, 204, 364, 4, 4, 200, 315, 9, 8, 166, 244
1, 12000, 0, 0, #N/A, TCP, 676, #N/A, #N/A, #N/A, #N/A, Step, station, Associated, 44-[36 40 44 48], -39, -48, 1560, 1300, 90.58, 1, 1, 70:0b:01:f6:48:87, 3, 702, 705, -52, -58, -56, -62, #N/A, 80, 80, 429, 495, 4, 4, 416, 440, 8, 7, 354, 143
1, 13000, 0, 0, #N/A, TCP, 657, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -38, -47, 1300, 1300, 91.84, 1, 1, 70:0b:01:f6:48:87, 3, 716, 719, -48, -55, -53, -59, #N/A, 80, 80, 202, 378, 4, 4, 198, 212, 8, 9, 149, 292
1, 14000, 0, 0, #N/A, TCP, 677, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -38, -47, 1300, 1053, 90.18, 1, 1, 70:0b:01:f6:48:87, 3, 695, 698, -48, -55, -53, -59, #N/A, 80, 80, 411, 545, 4, 4, 402, 534, 7, 8, 302, 205
1, 15000, 0, 0, #N/A, TCP, 658, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1300, 1300, 89.29, 1, 1, 70:0b:01:f6:48:87, 2, 700, 702, -47, -55, -52, -59, #N/A, 80, 80, 168, 420, 4, 4, 164, 318, 9, 9, 211, 285
1, 16000, 0, 0, #N/A, TCP, 673, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1300, 1300, 89.91, 1, 1, 70:0b:01:f6:48:87, 3, 714, 717, -47, -55, -52, -59, #N/A, 80, 80, 341, 522, 4, 4, 329, 491, 7, 7, 247, 211
1, 17000, 0, 0, #N/A, TCP, 702, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1300, 92.97, 1, 1, 70:0b:01:f6:48:87, 2, 726, 728, -47, -55, -52, -59, #N/A, 80, 80, 213, 384, 4, 4, 211, 374, 8, 8, 204, 376
1, 18000, 0, 0, #N/A, TCP, 679, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1560, 89.22, 1, 1, 70:0b:01:f6:48:87, 3, 719, 722, -48, -55, -53, -60, #N/A, 80, 80, 382, 563, 4, 4, 374, 529, 8, 8, 337, 366
1, 19000, 0, 0, #N/A, TCP, 667, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -39, -47, 1300, 1300, 92.02, 1, 1, 70:0b:01:f6:48:87, 2, 735, 737, -48, -55, -53, -60, #N/A, 80, 80, 200, 411, 4, 4, 196, 387, 8, 8, 148, 213
1, 20000, 0, 0, #N/A, TCP, 679, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1300, 1170, 89.78, 1, 1, 70:0b:01:f6:48:87, 2, 686, 688, -47, -55, -52, -59, #N/A, 80, 80, 244, 537, 4, 4, 239, 328, 7, 9, 200, 270
1, 21000, 0, 0, #N/A, TCP, 630, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1300, 1053, 91.9, 1, 1, 70:0b:01:f6:48:87, 2, 708, 710, -49, -57, -54, -61, #N/A, 80, 80, 180, 387, 4, 4, 179, 341, 9, 7, 160, 244
1, 22000, 0, 0, #N/A, TCP, 685, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -48, 520, 1300, 90.68, 1, 1, 70:0b:01:f6:48:87, 2, 731, 733, -50, -57, -54, -61, #N/A, 80, 80, 282, 559, 4, 4, 277, 480, 7, 8, 207, 318
1, 23000, 0, 0, #N/A, TCP, 695, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1053, 92.56, 1, 1, 70:0b:01:f6:48:87, 2, 755, 757, -48, -55, -52, -59, #N/A, 80, 80, 167, 390, 4, 3, 164, 203, 8, 9, 215, 275
1, 24000, 0, 0, #N/A, TCP, 715, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1170, 91.42, 1, 1, 70:0b:01:f6:48:87, 1, 645, 646, -47, -55, -52, -59, #N/A, 80, 80, 260, 582, 4, 4, 255, 657, 8, 8, 216, 181
1, 25000, 0, 0, #N/A, TCP, 564, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -39, -48, 1560, 1300, 93.5, 1, 1, 70:0b:01:f6:48:87, 1, 663, 664, -50, -57, -54, -61, #N/A, 80, 80, 199, 337, 4, 4, 198, 311, 9, 6, 242, 152
1, 26000, 0, 0, #N/A, TCP, 687, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1300, 89.78, 1, 1, 70:0b:01:f6:48:87, 1, 689, 690, -49, -57, -54, -61, #N/A, 80, 80, 182, 612, 4, 4, 178, 514, 8, 8, 132, 404
1, 27000, 0, 0, #N/A, TCP, 660, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 936, 92.64, 1, 1, 70:0b:01:f6:48:87, 1, 720, 721, -48, -55, -53, -60, #N/A, 80, 80, 153, 361, 4, 3, 150, 269, 9, 9, 110, 254
1, 28000, 0, 0, #N/A, TCP, 656, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1560, 1053, 92.46, 1, 1, 70:0b:01:f6:48:87, 1, 794, 795, -48, -55, -53, -60, #N/A, 80, 80, 214, 542, 4, 4, 210, 575, 8, 6, 179, 175
1, 29000, 0, 0, #N/A, TCP, 785, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1300, 936, 93.9, 1, 1, 70:0b:01:f6:48:87, 1, 740, 741, -48, -55, -53, -60, #N/A, 80, 80, 86, 424, 4, 4, 85, 387, 9, 7, 42, 333
1, 30000, 0, 0, #N/A, TCP, 697, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1300, 1053, 92.21, 1, 1, 70:0b:01:f6:48:87, 1, 656, 657, -49, -57, -54, -61, #N/A, 80, 80, 137, 562, 4, 4, 131, 493, 7, 8, 110, 300
1, 31000, 0, 0, #N/A, TCP, 574, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1300, 936, 94.4, 1, 1, 70:0b:01:f6:48:87, 1, 713, 714, -47, -55, -52, -59, #N/A, 80, 80, 116, 362, 4, 4, 115, 215, 7, 7, 84, 245
1, 32000, 0, 0, #N/A, TCP, 703, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1300, 1300, 92.39, 1, 1, 70:0b:01:f6:48:87, 1, 695, 696, -47, -54, -52, -58, #N/A, 80, 80, 117, 576, 4, 4, 114, 488, 7, 6, 114, 225
1, 33000, 0, 0, #N/A, TCP, 636, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -38, -47, 1170, 936, 93.41, 1, 1, 70:0b:01:f6:48:87, 1, 679, 680, -47, -54, -52, -58, #N/A, 80, 80, 140, 379, 4, 4, 138, 321, 8, 9, 90, 248
1, 34000, 0, 0, #N/A, TCP, 698, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -39, -47, 1300, 1300, 92.33, 1, 1, 70:0b:01:f6:48:87, 1, 735, 736, -47, -55, -52, -59, #N/A, 80, 80, 102, 603, 4, 4, 100, 535, 7, 7, 56, 222
1, 35000, 0, 0, #N/A, TCP, 640, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -40, -47, 1053, 936, 93.98, 1, 1, 70:0b:01:f6:48:87, 1, 681, 682, -47, -55, -52, -59, #N/A, 80, 80, 119, 383, 4, 4, 114, 359, 8, 8, 78, 235
1, 36000, 0, 0, #N/A, TCP, 652, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -38, -47, 1560, 1170, 92.05, 1, 1, 70:0b:01:f6:48:87, 1, 724, 725, -47, -55, -52, -59, #N/A, 80, 80, 142, 545, 4, 4, 137, 476, 8, 6, 113, 242
1, 37000, 0, 3, #N/A, TCP, 705, #N/A, #N/A, #N/A, #N/A, Step, station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1560, 93.18, 1, 1, 70:0b:01:f6:48:87, 1, 761, 762, -51, -58, -55, -62, #N/A, 80, 80, 129, 415, 4, 4, 128, 377, 9, 7, 131, 313
1, 38000, 0, 3, #N/A, TCP, 719, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1053, 92.51, 1, 1, 70:0b:01:f6:48:87, 1, 720, 721, -50, -57, -55, -61, #N/A, 80, 80, 134, 628, 4, 4, 131, 588, 8, 8, 119, 380
1, 39000, 0, 3, #N/A, TCP, 695, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1170, 93.67, 1, 1, 70:0b:01:f6:48:87, 1, 800, 801, -50, -58, -54, -62, #N/A, 80, 80, 124, 402, 4, 4, 121, 401, 8, 7, 97, 187
1, 40000, 0, 3, #N/A, TCP, 748, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1053, 90.71, 1, 1, 70:0b:01:f6:48:87, 1, 762, 763, -50, -58, -55, -62, #N/A, 80, 80, 176, 592, 4, 3, 171, 323, 8, 9, 155, 334
1, 41000, 0, 3, #N/A, TCP, 683, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1300, 92.71, 1, 1, 70:0b:01:f6:48:87, 1, 770, 771, -50, -58, -55, -62, #N/A, 80, 80, 98, 429, 4, 4, 98, 693, 8, 6, 79, 206
1, 42000, 0, 3, #N/A, TCP, 728, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1300, 92.54, 1, 1, 70:0b:01:f6:48:87, 1, 668, 669, -50, -57, -55, -61, #N/A, 80, 80, 154, 619, 4, 4, 153, 540, 8, 7, 126, 291
1, 43000, 0, 3, #N/A, TCP, 607, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 936, 94.08, 1, 1, 70:0b:01:f6:48:87, 1, 693, 694, -50, -57, -55, -62, #N/A, 80, 80, 116, 367, 4, 3, 113, 232, 9, 8, 106, 410
1, 44000, 0, 3, #N/A, TCP, 714, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -42, -48, 1404, 1300, 91.67, 1, 1, 70:0b:01:f6:48:87, 1, 757, 758, -50, -57, -55, -61, #N/A, 80, 80, 156, 577, 4, 4, 155, 330, 8, 9, 123, 313
1, 45000, 0, 3, #N/A, TCP, 682, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 975, 92.49, 1, 1, 70:0b:01:f6:48:87, 1, 696, 697, -50, -57, -55, -62, #N/A, 80, 80, 112, 413, 4, 4, 108, 338, 8, 6, 98, 161
1, 46000, 0, 3, #N/A, TCP, 647, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1053, 91.49, 1, 1, 70:0b:01:f6:48:87, 1, 734, 735, -50, -58, -55, -62, #N/A, 80, 80, 148, 606, 4, 4, 148, 513, 8, 8, 117, 264
1, 47000, 0, 3, #N/A, TCP, 678, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 975, 93.44, 1, 1, 70:0b:01:f6:48:87, 1, 633, 634, -50, -57, -55, -62, #N/A, 80, 80, 115, 465, 4, 4, 113, 375, 8, 8, 109, 220
1, 48000, 0, 3, #N/A, TCP, 635, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1560, 91.85, 1, 1, 70:0b:01:f6:48:87, 1, 739, 740, -50, -57, -55, -61, #N/A, 80, 80, 119, 608, 4, 4, 114, 458, 8, 9, 96, 246
1, 49000, 0, 3, #N/A, TCP, 696, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -42, -48, 1560, 1170, 93.29, 1, 1, 70:0b:01:f6:48:87, 1, 715, 716, -50, -57, -55, -61, #N/A, 80, 80, 121, 425, 4, 4, 119, 213, 8, 8, 117, 225
1, 50000, 0, 3, #N/A, TCP, 677, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1560, 91.82, 1, 1, 70:0b:01:f6:48:87, 1, 826, 827, -50, -57, -55, -61, #N/A, 80, 80, 181, 633, 4, 4, 171, 579, 8, 7, 141, 244
1, 51000, 0, 3, #N/A, TCP, 723, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1300, 93.23, 1, 1, 70:0b:01:f6:48:87, 1, 702, 703, -50, -58, -55, -62, #N/A, 80, 80, 93, 430, 4, 3, 90, 221, 9, 8, 137, 459
1, 52000, 0, 3, #N/A, TCP, 703, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1300, 92.65, 1, 1, 70:0b:01:f6:48:87, 1, 705, 706, -50, -58, -55, -62, #N/A, 80, 80, 132, 576, 4, 4, 129, 490, 8, 9, 125, 376
1, 53000, 0, 3, #N/A, TCP, 686, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1053, 94.11, 1, 1, 70:0b:01:f6:48:87, 1, 734, 735, -50, -57, -55, -61, #N/A, 80, 80, 138, 382, 4, 3, 137, 248, 8, 7, 115, 151
1, 54000, 0, 3, #N/A, TCP, 692, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1170, 93.08, 1, 1, 70:0b:01:f6:48:87, 1, 700, 701, -51, -58, -56, -62, #N/A, 80, 80, 113, 604, 4, 4, 111, 640, 8, 8, 99, 249
1, 55000, 0, 3, #N/A, TCP, 668, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1170, 93.64, 1, 1, 70:0b:01:f6:48:87, 1, 766, 767, -50, -58, -55, -62, #N/A, 80, 80, 131, 370, 4, 3, 129, 300, 8, 9, 100, 287
1, 56000, 0, 3, #N/A, TCP, 687, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1053, 92.65, 1, 1, 70:0b:01:f6:48:87, 1, 676, 677, -50, -57, -55, -62, #N/A, 80, 80, 131, 571, 4, 3, 129, 336, 8, 8, 107, 321
1, 57000, 0, 3, #N/A, TCP, 640, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1300, 92.69, 1, 1, 70:0b:01:f6:48:87, 1, 700, 701, -50, -57, -55, -61, #N/A, 80, 80, 115, 434, 4, 4, 111, 720, 8, 9, 110, 201
1, 58000, 0, 3, #N/A, TCP, 679, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1053, 92.33, 1, 1, 70:0b:01:f6:48:87, 1, 762, 763, -51, -58, -56, -62, #N/A, 80, 80, 122, 572, 4, 4, 119, 471, 8, 8, 108, 228
1, 59000, 0, 3, #N/A, TCP, 729, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1300, 93.06, 1, 1, 70:0b:01:f6:48:87, 1, 706, 707, -50, -57, -55, -61, #N/A, 80, 80, 124, 416, 4, 3, 122, 239, 8, 7, 116, 266
1, 60000, 0, 3, #N/A, TCP, 624, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1053, 91.95, 1, 1, 70:0b:01:f6:48:87, 1, 745, 746, -50, -57, -55, -62, #N/A, 80, 80, 151, 585, 4, 4, 150, 722, 9, 8, 138, 325
1, 61000, 0, 3, #N/A, TCP, 722, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -41, -48, 1560, 975, 91.79, 1, 1, 70:0b:01:f6:48:87, 1, 683, 684, -50, -58, -55, -62, #N/A, 80, 80, 176, 549, 4, 4, 174, 396, 8, 9, 150, 286
1, 62000, 0, 6, #N/A, TCP, 608, #N/A, #N/A, #N/A, #N/A, Step, station, Associated, 44-[36 40 44 48], -41, -48, 1560, 1170, 93.78, 1, 1, 70:0b:01:f6:48:87, 1, 638, 639, -50, -57, -55, -61, #N/A, 80, 80, 62, 376, 4, 3, 60, 268, 8, 7, 53, 207
1, 63000, 0, 6, #N/A, TCP, 590, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 234, 93.23, 1, 1, 70:0b:01:f6:48:87, 1, 622, 623, -53, -60, -58, -64, #N/A, 80, 80, 129, 384, 4, 3, 128, 251, 8, 8, 91, 233
1, 64000, 0, 6, #N/A, TCP, 569, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1170, 93.26, 1, 1, 70:0b:01:f6:48:87, 1, 637, 638, -53, -60, -58, -64, #N/A, 80, 80, 121, 550, 4, 4, 116, 259, 8, 9, 106, 399
1, 65000, 0, 6, #N/A, TCP, 699, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1170, 93.47, 1, 1, 70:0b:01:f6:48:87, 1, 738, 739, -53, -60, -58, -65, #N/A, 80, 80, 141, 380, 4, 4, 139, 377, 8, 7, 118, 221
1, 66000, 0, 6, #N/A, TCP, 636, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1170, 92.8, 1, 1, 70:0b:01:f6:48:87, 1, 657, 658, -53, -60, -58, -64, #N/A, 80, 80, 138, 548, 4, 4, 134, 504, 8, 6, 125, 221
1, 67000, 0, 6, #N/A, TCP, 643, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 936, 94.1, 1, 1, 70:0b:01:f6:48:87, 1, 699, 700, -53, -60, -58, -64, #N/A, 80, 80, 137, 383, 4, 3, 136, 318, 8, 8, 113, 348
1, 68000, 0, 6, #N/A, TCP, 678, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1300, 92.54, 1, 1, 70:0b:01:f6:48:87, 1, 705, 706, -53, -60, -58, -64, #N/A, 80, 80, 121, 578, 4, 4, 115, 584, 8, 6, 110, 249
1, 69000, 0, 6, #N/A, TCP, 623, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1053, 94.02, 1, 1, 70:0b:01:f6:48:87, 1, 680, 681, -53, -60, -57, -65, #N/A, 80, 80, 132, 366, 4, 4, 130, 331, 9, 7, 120, 205
1, 70000, 0, 6, #N/A, TCP, 693, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1300, 93.14, 1, 1, 70:0b:01:f6:48:87, 1, 699, 700, -53, -60, -58, -64, #N/A, 80, 80, 130, 585, 4, 3, 125, 337, 8, 8, 122, 317
1, 71000, 0, 6, #N/A, TCP, 643, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 936, 91.24, 1, 1, 70:0b:01:f6:48:87, 1, 745, 746, -53, -60, -58, -65, #N/A, 80, 80, 189, 584, 4, 4, 186, 503, 8, 9, 161, 287
1, 72000, 0, 6, #N/A, TCP, 738, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1053, 93.5, 1, 1, 70:0b:01:f6:48:87, 1, 746, 747, -53, -60, -58, -64, #N/A, 80, 80, 66, 409, 4, 4, 65, 389, 8, 7, 63, 276
1, 73000, 0, 6, #N/A, TCP, 682, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1170, 92.74, 1, 1, 70:0b:01:f6:48:87, 1, 798, 799, -53, -60, -58, -64, #N/A, 80, 80, 218, 579, 4, 4, 213, 407, 8, 7, 193, 241
1, 74000, 0, 6, #N/A, TCP, 734, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1053, 92.03, 1, 1, 70:0b:01:f6:48:87, 1, 689, 690, -53, -60, -58, -65, #N/A, 80, 80, 79, 409, 4, 3, 78, 305, 8, 8, 77, 391
1, 75000, 0, 6, #N/A, TCP, 677, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1300, 91.56, 1, 1, 70:0b:01:f6:48:87, 1, 743, 744, -53, -60, -58, -64, #N/A, 80, 80, 195, 557, 4, 4, 191, 634, 8, 7, 170, 265
1, 76000, 0, 6, #N/A, TCP, 694, #N/A, #N/A, #N/A, #N/A, Step (avg), station, Associated, 44-[36 40 44 48], -44, -51, 1560, 1170, 92.7, 1, 1, 70:0b:01:f6:48:87, 1, 694, 695, -53, -60, -58, -65, #N/A, 80, 80, 66, 397, 4, 4, 63, 397, 9, 7, 65, 250
